system_to_load_kWh,batt_to_load_kWh,grid_to_load_kWh,grid_to_batt_kWh,system_to_batt_AC_kWh,system_to_batt_DC_kWh,system_to_grid_kWh,battery_soc_pct
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0
